episode,total_steps,episode_reward,clipped_episode_reward,consecutive_clipped_over_20,max_consecutive_clipped_over_20,avg_clip50,duration,exploration_rate
0,267,180.0,180.0,1,1,180.0,0.6719851493835449,0.999911422
1,431,210.0,210.0,2,2,195.0,0.40850114822387695,0.9998568099999999
2,554,110.0,110.0,3,3,166.66666666666666,0.31375980377197266,0.999815851
3,704,170.0,170.0,4,4,167.5,0.38091111183166504,0.9997659010000001
4,886,115.0,115.0,5,5,157.0,0.4451439380645752,0.9997052949999998
5,996,120.0,120.0,6,6,150.83333333333334,0.2825906276702881,0.9996686649999998
6,1185,250.0,250.0,7,7,165.0,0.4664278030395508,0.9996057280000001
7,1293,20.0,20.0,0,7,146.875,0.2802896499633789,0.9995697639999999
8,1413,75.0,75.0,1,7,138.88888888888889,0.31150364875793457,0.9995298040000001
9,1549,125.0,125.0,2,7,137.5,0.33884477615356445,0.999484516
10,1894,655.0,655.0,3,7,184.54545454545453,0.7825095653533936,0.9993696310000002
11,2038,90.0,90.0,4,7,176.66666666666666,0.36940670013427734,0.9993216789999999
12,2265,170.0,170.0,5,7,176.15384615384616,0.5504519939422607,0.9992460880000001
13,2391,55.0,55.0,6,7,167.5,0.32612037658691406,0.9992041300000001
14,2489,25.0,25.0,7,7,158.0,0.26360225677490234,0.9991714959999999
15,2577,70.0,70.0,8,8,152.5,0.22922372817993164,0.9991421920000001
16,2664,45.0,45.0,9,9,146.1764705882353,0.23723554611206055,0.9991132209999998
17,2821,70.0,70.0,10,10,141.94444444444446,0.3997061252593994,0.99906094
18,2974,50.0,50.0,11,11,137.10526315789474,0.4119102954864502,0.9990099910000002
19,3054,55.0,55.0,12,12,133.0,0.21577072143554688,0.9989833510000001
20,3135,80.0,80.0,13,13,130.47619047619048,0.21620440483093262,0.9989563779999999
21,3241,65.0,65.0,14,14,127.5,0.28182530403137207,0.99892108
22,3432,135.0,135.0,15,15,127.82608695652173,0.4782545566558838,0.9988574769999998
23,3660,525.0,525.0,16,16,144.375,0.5453479290008545,0.9987815529999999
24,3817,165.0,165.0,17,17,145.2,0.3991818428039551,0.9987292720000001
25,3967,35.0,35.0,18,18,140.96153846153845,0.38852477073669434,0.9986793220000001
26,4108,90.0,90.0,19,19,139.07407407407408,0.3587610721588135,0.9986323690000001
27,4260,105.0,105.0,20,20,137.85714285714286,0.3899545669555664,0.9985817530000001
28,4460,100.0,100.0,21,21,136.55172413793105,0.4943830966949463,0.998515153
29,4634,315.0,315.0,22,22,142.5,0.44283461570739746,0.9984572109999998
30,4765,155.0,155.0,23,23,142.90322580645162,0.33553504943847656,0.9984135879999999
31,4906,80.0,80.0,24,24,140.9375,0.3581504821777344,0.9983666350000002
32,5060,155.0,155.0,25,25,141.36363636363637,0.38767242431640625,0.9983153530000002
33,5234,90.0,90.0,26,26,139.85294117647058,0.44129204750061035,0.998257411
34,5313,45.0,45.0,27,27,137.14285714285714,0.21362686157226562,0.9982311040000001
35,5529,415.0,415.0,28,28,144.86111111111111,0.5528039932250977,0.9981591759999999
36,5636,60.0,60.0,29,29,142.56756756756758,0.30680131912231445,0.9981235449999998
37,5749,55.0,55.0,30,30,140.26315789473685,0.28742480278015137,0.9980859160000001
38,5904,90.0,90.0,31,31,138.97435897435898,0.3958108425140381,0.9980343009999999
39,6021,60.0,60.0,32,32,137.0,0.29633617401123047,0.99799534
40,6186,155.0,155.0,33,33,137.4390243902439,0.41551876068115234,0.9979403950000001
41,6342,105.0,105.0,34,34,136.66666666666666,0.4035837650299072,0.9978884470000001
42,6469,80.0,80.0,35,35,135.34883720930233,0.3226780891418457,0.9978461560000002
43,6592,80.0,80.0,36,36,134.0909090909091,0.31323742866516113,0.9978051969999999
44,6759,120.0,120.0,37,37,133.77777777777777,0.4148242473602295,0.997749586
45,6922,60.0,60.0,38,38,132.17391304347825,0.41077160835266113,0.9976953070000001
46,7073,90.0,90.0,39,39,131.27659574468086,0.3789362907409668,0.997645024
47,7183,65.0,65.0,40,40,129.89583333333334,0.2928030490875244,0.997608394
48,7333,130.0,130.0,41,41,129.89795918367346,0.3792569637298584,0.997558444
49,7580,315.0,315.0,42,42,133.6,0.5907106399536133,0.9974761930000001
50,7696,75.0,75.0,43,43,131.5,0.302966833114624,0.997437565
51,7787,25.0,25.0,44,44,127.8,0.24648308753967285,0.9974072620000001
52,8041,195.0,195.0,45,45,129.5,0.6067566871643066,0.9973226799999999
53,8237,190.0,190.0,46,46,129.9,0.4822719097137451,0.9972574119999998
54,8359,50.0,50.0,47,47,128.6,0.31323671340942383,0.9972167859999999
55,8442,45.0,45.0,48,48,127.1,0.22095417976379395,0.9971891469999999
56,8585,100.0,100.0,49,49,124.1,0.36547136306762695,0.9971415279999999
57,8803,230.0,230.0,50,50,128.3,0.5299172401428223,0.997068934
58,9026,280.0,280.0,51,51,132.4,0.5422625541687012,0.9969946749999999
59,9133,20.0,20.0,0,51,130.3,0.2748532295227051,0.9969590440000001
60,9261,45.0,45.0,1,51,118.1,0.33054065704345703,0.99691642
61,9471,235.0,235.0,2,51,121.0,0.5149819850921631,0.9968464899999999
62,9670,380.0,380.0,3,51,125.2,0.49122047424316406,0.996780223
63,9827,130.0,130.0,4,51,126.7,0.40070176124572754,0.9967279420000001
64,9987,155.0,155.0,5,51,129.3,0.40274810791015625,0.9966746620000001
65,10129,140.0,140.0,6,51,130.7,0.3541426658630371,0.9966273759999998
66,10273,65.0,65.0,7,51,131.1,0.3662848472595215,0.996579424
67,10394,115.0,115.0,8,51,132.0,0.32007479667663574,0.9965391310000001
68,10505,110.0,110.0,9,51,133.2,0.28737783432006836,0.996502168
69,10610,55.0,55.0,10,51,133.2,0.28128576278686523,0.9964672029999999
70,10844,320.0,320.0,11,51,138.0,0.5671193599700928,0.9963892809999999
71,11079,290.0,290.0,12,51,142.5,0.5581586360931396,0.996311026
72,11149,25.0,25.0,13,51,140.3,0.1975562572479248,0.9962877160000001
73,11268,50.0,50.0,14,51,130.8,0.3007018566131592,0.9962480889999998
74,11457,285.0,285.0,15,51,133.2,0.45363473892211914,0.9961851520000001
75,11600,100.0,100.0,16,51,134.5,0.36797165870666504,0.9961375330000001
76,11751,95.0,95.0,17,51,134.6,0.3762397766113281,0.9960872499999999
77,11836,50.0,50.0,18,51,133.5,0.22881317138671875,0.996058945
78,12002,180.0,180.0,19,51,135.1,0.40781664848327637,0.9960036669999999
