episode,total_steps,episode_reward,clipped_episode_reward,consecutive_clipped_over_20,max_consecutive_clipped_over_20,avg_clip50,duration,exploration_rate
0,267,180.0,180.0,1,1,180.0,0.6644265651702881,0.999911422
1,431,210.0,210.0,2,2,195.0,0.4206678867340088,0.9998568099999999
2,554,110.0,110.0,3,3,166.66666666666666,0.30933403968811035,0.999815851
3,704,170.0,170.0,4,4,167.5,0.3716311454772949,0.9997659010000001
4,886,115.0,115.0,5,5,157.0,0.4433250427246094,0.9997052949999998
5,996,120.0,120.0,6,6,150.83333333333334,0.2787795066833496,0.9996686649999998
6,1185,250.0,250.0,7,7,165.0,0.46158528327941895,0.9996057280000001
7,1293,20.0,20.0,0,7,146.875,0.277101993560791,0.9995697639999999
8,1413,75.0,75.0,1,7,138.88888888888889,0.3112170696258545,0.9995298040000001
9,1549,125.0,125.0,2,7,137.5,0.33432435989379883,0.999484516
10,1894,655.0,655.0,3,7,184.54545454545453,0.7749073505401611,0.9993696310000002
11,2038,90.0,90.0,4,7,176.66666666666666,0.36690187454223633,0.9993216789999999
12,2265,170.0,170.0,5,7,176.15384615384616,0.544635534286499,0.9992460880000001
13,2391,55.0,55.0,6,7,167.5,0.3221244812011719,0.9992041300000001
14,2489,25.0,25.0,7,7,158.0,0.26120877265930176,0.9991714959999999
15,2577,70.0,70.0,8,8,152.5,0.22711491584777832,0.9991421920000001
16,2664,45.0,45.0,9,9,146.1764705882353,0.23260927200317383,0.9991132209999998
17,2821,70.0,70.0,10,10,141.94444444444446,0.3960871696472168,0.99906094
18,2974,50.0,50.0,11,11,137.10526315789474,0.3892514705657959,0.9990099910000002
19,3054,55.0,55.0,12,12,133.0,0.2121269702911377,0.9989833510000001
20,3135,80.0,80.0,13,13,130.47619047619048,0.22714543342590332,0.9989563779999999
21,3241,65.0,65.0,14,14,127.5,0.27656030654907227,0.99892108
22,3432,135.0,135.0,15,15,127.82608695652173,0.46999645233154297,0.9988574769999998
23,3660,525.0,525.0,16,16,144.375,0.5475506782531738,0.9987815529999999
24,3817,165.0,165.0,17,17,145.2,0.39048123359680176,0.9987292720000001
25,3967,35.0,35.0,18,18,140.96153846153845,0.38844943046569824,0.9986793220000001
26,4108,90.0,90.0,19,19,139.07407407407408,0.3587067127227783,0.9986323690000001
27,4260,105.0,105.0,20,20,137.85714285714286,0.38709354400634766,0.9985817530000001
28,4460,100.0,100.0,21,21,136.55172413793105,0.49486470222473145,0.998515153
29,4634,315.0,315.0,22,22,142.5,0.44629693031311035,0.9984572109999998
30,4765,155.0,155.0,23,23,142.90322580645162,0.33231067657470703,0.9984135879999999
31,4906,80.0,80.0,24,24,140.9375,0.35821986198425293,0.9983666350000002
32,5060,155.0,155.0,25,25,141.36363636363637,0.3860435485839844,0.9983153530000002
33,5234,90.0,90.0,26,26,139.85294117647058,0.4414815902709961,0.998257411
34,5313,45.0,45.0,27,27,137.14285714285714,0.2131786346435547,0.9982311040000001
35,5529,415.0,415.0,28,28,144.86111111111111,0.5232017040252686,0.9981591759999999
36,5636,60.0,60.0,29,29,142.56756756756758,0.28623390197753906,0.9981235449999998
37,5749,55.0,55.0,30,30,140.26315789473685,0.297133207321167,0.9980859160000001
38,5904,90.0,90.0,31,31,138.97435897435898,0.39417290687561035,0.9980343009999999
39,6021,60.0,60.0,32,32,137.0,0.295147180557251,0.99799534
40,6186,155.0,155.0,33,33,137.4390243902439,0.4128556251525879,0.9979403950000001
41,6342,105.0,105.0,34,34,136.66666666666666,0.3910868167877197,0.9978884470000001
42,6469,80.0,80.0,35,35,135.34883720930233,0.3215601444244385,0.9978461560000002
43,6592,80.0,80.0,36,36,134.0909090909091,0.3117032051086426,0.9978051969999999
44,6759,120.0,120.0,37,37,133.77777777777777,0.4120187759399414,0.997749586
45,6922,60.0,60.0,38,38,132.17391304347825,0.40808868408203125,0.9976953070000001
46,7073,90.0,90.0,39,39,131.27659574468086,0.3767585754394531,0.997645024
47,7183,65.0,65.0,40,40,129.89583333333334,0.2922403812408447,0.997608394
48,7333,130.0,130.0,41,41,129.89795918367346,0.3773174285888672,0.997558444
49,7580,315.0,315.0,42,42,133.6,0.5840578079223633,0.9974761930000001
50,7696,75.0,75.0,43,43,131.5,0.3010101318359375,0.997437565
51,7787,25.0,25.0,44,44,127.8,0.24401187896728516,0.9974072620000001
52,8041,195.0,195.0,45,45,129.5,0.6035706996917725,0.9973226799999999
53,8237,190.0,190.0,46,46,129.9,0.48072338104248047,0.9972574119999998
54,8359,50.0,50.0,47,47,128.6,0.31098151206970215,0.9972167859999999
55,8442,45.0,45.0,48,48,127.1,0.22054290771484375,0.9971891469999999
56,8585,100.0,100.0,49,49,124.1,0.37548184394836426,0.9971415279999999
57,8803,230.0,230.0,50,50,128.3,0.5262470245361328,0.997068934
58,9026,280.0,280.0,51,51,132.4,0.5414891242980957,0.9969946749999999
59,9133,20.0,20.0,0,51,130.3,0.27383852005004883,0.9969590440000001
60,9261,45.0,45.0,1,51,118.1,0.3207845687866211,0.99691642
61,9471,235.0,235.0,2,51,121.0,0.5193839073181152,0.9968464899999999
62,9670,380.0,380.0,3,51,125.2,0.4830946922302246,0.996780223
63,9827,130.0,130.0,4,51,126.7,0.39538073539733887,0.9967279420000001
64,9987,155.0,155.0,5,51,129.3,0.40005922317504883,0.9966746620000001
65,10129,140.0,140.0,6,51,130.7,0.35186171531677246,0.9966273759999998
66,10273,65.0,65.0,7,51,131.1,0.3623926639556885,0.996579424
67,10394,115.0,115.0,8,51,132.0,0.3130378723144531,0.9965391310000001
68,10505,110.0,110.0,9,51,133.2,0.281787633895874,0.996502168
69,10610,55.0,55.0,10,51,133.2,0.273268461227417,0.9964672029999999
70,10844,320.0,320.0,11,51,138.0,0.5607383251190186,0.9963892809999999
71,11079,290.0,290.0,12,51,142.5,0.5544490814208984,0.996311026
72,11149,25.0,25.0,13,51,140.3,0.19665861129760742,0.9962877160000001
73,11268,50.0,50.0,14,51,130.8,0.3011147975921631,0.9962480889999998
74,11457,285.0,285.0,15,51,133.2,0.4522116184234619,0.9961851520000001
75,11600,100.0,100.0,16,51,134.5,0.37149763107299805,0.9961375330000001
76,11751,95.0,95.0,17,51,134.6,0.3783426284790039,0.9960872499999999
77,11836,50.0,50.0,18,51,133.5,0.2279212474822998,0.996058945
78,12002,180.0,180.0,19,51,135.1,0.40834593772888184,0.9960036669999999
79,12272,400.0,400.0,20,51,136.8,0.6408329010009766,0.9959137569999998
80,12464,335.0,335.0,21,51,140.4,0.4758942127227783,0.9958498209999999
81,12621,140.0,140.0,22,51,141.6,0.3963124752044678,0.9957975400000001
82,12767,110.0,110.0,23,51,140.7,0.3729710578918457,0.9957489220000001
83,12884,55.0,55.0,24,51,140.0,0.2939460277557373,0.995709961
84,13154,315.0,315.0,25,51,145.4,0.6287972927093506,0.995620051
85,13312,125.0,125.0,26,51,139.6,0.39040064811706543,0.9955674369999999
86,13502,150.0,150.0,27,51,141.4,0.46665358543395996,0.9955041669999999
87,13616,25.0,25.0,28,51,140.8,0.3028371334075928,0.9954662049999999
88,13756,35.0,35.0,29,51,139.7,0.3492422103881836,0.995419585
89,13906,130.0,130.0,30,51,141.1,0.3721904754638672,0.9953696350000001
90,14027,45.0,45.0,31,51,138.9,0.30684947967529297,0.9953293419999999
91,14145,60.0,60.0,32,51,138.0,0.29950785636901855,0.9952900479999999
92,14301,160.0,160.0,33,51,139.6,0.3826110363006592,0.9952380999999999
93,14390,115.0,115.0,34,51,140.3,0.23816370964050293,0.9952084629999999
94,14687,215.0,215.0,35,51,142.2,0.7059862613677979,0.9951095619999999
95,14893,285.0,285.0,36,51,146.7,0.4897651672363281,0.9950409640000001
96,15122,315.0,315.0,37,51,151.2,0.5502333641052246,0.994964707
97,15204,55.0,55.0,38,51,151.0,0.22050952911376953,0.9949374009999999
98,15303,90.0,90.0,39,51,150.2,0.2636420726776123,0.9949044339999998
99,15452,210.0,210.0,40,51,148.1,0.36573290824890137,0.9948548170000001
100,15660,245.0,245.0,41,51,151.5,0.5100882053375244,0.9947855529999999
101,15959,415.0,415.0,42,51,159.3,0.6875903606414795,0.9946859859999999
102,16025,25.0,25.0,43,51,155.9,0.18046212196350098,0.994664008
103,16117,45.0,45.0,44,51,153.0,0.24653339385986328,0.9946333719999998
104,16229,80.0,80.0,45,51,153.6,0.2834281921386719,0.9945960759999999
105,16323,40.0,40.0,46,51,153.5,0.2529327869415283,0.9945647740000001
106,16413,50.0,50.0,47,51,152.5,0.232102632522583,0.9945348039999999
107,16612,230.0,230.0,48,51,152.5,0.4810638427734375,0.9944685370000002
108,16768,100.0,100.0,49,51,148.9,0.3874852657318115,0.9944165890000001
109,16957,130.0,130.0,50,51,151.1,0.46341967582702637,0.9943536519999999
110,17107,60.0,60.0,51,51,151.4,0.37149882316589355,0.994303702
111,17272,140.0,140.0,52,52,149.5,0.409515380859375,0.994248757
112,17360,20.0,20.0,0,52,142.3,0.2357025146484375,0.9942194529999999
113,17444,20.0,20.0,0,52,140.1,0.23906898498535156,0.9941914809999999
114,17563,50.0,50.0,1,52,138.0,0.3029618263244629,0.9941518540000001
115,17685,60.0,60.0,2,52,136.4,0.3125290870666504,0.994111228
116,17806,140.0,140.0,3,52,137.9,0.3065323829650879,0.9940709350000001
117,17963,165.0,165.0,4,52,138.9,0.38665080070495605,0.9940186539999999
118,18109,160.0,160.0,5,52,139.9,0.360959529876709,0.993970036
119,18252,70.0,70.0,6,52,140.2,0.3522810935974121,0.993922417
120,18403,130.0,130.0,7,52,136.4,0.37958335876464844,0.9938721340000002
121,18556,165.0,165.0,8,52,133.9,0.3873436450958252,0.9938211849999999
122,18837,425.0,425.0,9,52,141.9,0.663031816482544,0.993727612
123,18961,80.0,80.0,10,52,142.5,0.3108785152435303,0.99368632
124,19076,55.0,55.0,11,52,137.9,0.2918996810913086,0.9936480250000002
125,19371,195.0,195.0,12,52,139.8,0.7074027061462402,0.9935497900000001
126,19484,15.0,15.0,0,52,138.2,0.285977840423584,0.993512161
127,19604,50.0,50.0,1,52,138.2,0.31331801414489746,0.9934722009999999
128,19769,180.0,180.0,2,52,138.2,0.4222862720489502,0.993417256
129,19878,35.0,35.0,3,52,130.9,0.2866172790527344,0.9933809589999999
130,20065,205.0,205.0,4,52,128.3,0.4568977355957031,0.9933186880000001
131,20167,110.0,110.0,5,52,127.7,0.26917243003845215,0.9932847219999998
132,20311,175.0,175.0,6,52,129.0,0.37303853034973145,0.99323677
133,20446,90.0,90.0,7,52,129.7,0.3385782241821289,0.993191815
134,20677,215.0,215.0,8,52,127.7,0.5480020046234131,0.9931148920000001
135,20794,75.0,75.0,9,52,126.7,0.29248571395874023,0.993075931
136,20911,95.0,95.0,10,52,125.6,0.3055095672607422,0.9930369700000001
137,21109,115.0,115.0,11,52,127.4,0.4865725040435791,0.9929710360000001
138,21331,190.0,190.0,12,52,130.5,0.5292093753814697,0.9928971099999998
139,21631,365.0,365.0,13,52,135.2,0.7030227184295654,0.9927972099999999
140,21723,20.0,20.0,0,52,134.7,0.24734139442443848,0.9927665740000001
141,21799,20.0,20.0,0,52,133.9,0.2031409740447998,0.9927412660000001
142,21924,60.0,60.0,1,52,131.9,0.3201737403869629,0.9926996409999999
143,22018,50.0,50.0,2,52,130.6,0.24424147605895996,0.9926683390000001
144,22134,80.0,80.0,3,52,127.9,0.30284547805786133,0.9926297110000001
145,22216,40.0,40.0,4,52,123.0,0.22740793228149414,0.9926024050000001
146,22496,275.0,275.0,5,52,122.2,0.6586999893188477,0.992509165
