#{"t_start": 1783721429.796538, "env_id": "SpaceInvaders-v0"}
r,l,t
19.0,775,8934.352958
25.0,1121,8935.517457
34.0,1359,8936.904292
33.0,1165,8938.095296
32.0,1163,8939.276322
21.0,904,8940.227733
23.0,906,8941.165722
16.0,642,8941.830935
27.0,1227,8943.07059
28.0,949,8944.048689
35.0,1313,8945.386765
31.0,1189,8946.578691
40.0,1482,8948.062908
29.0,1207,8949.275021
35.0,1402,8950.706453
8.0,594,8951.336822
36.0,1376,8952.72895
19.0,842,8953.614307
31.0,1214,8954.831654
34.0,1454,8956.270171
33.0,1511,8957.801628
29.0,1045,8958.86259
20.0,620,8959.514692
17.0,707,8960.246019
29.0,1134,8961.463808
34.0,1239,8962.762118
36.0,1699,8964.499515
31.0,1247,8965.767891
33.0,1465,8967.254793
27.0,1136,8968.451049
35.0,1298,8969.768415
27.0,1063,8970.870179
33.0,1432,8972.321135
25.0,1198,8973.596058
35.0,1350,8974.983629
28.0,1051,8976.106534
16.0,565,8976.695841
17.0,863,8977.584256
23.0,1128,8978.760389
29.0,1221,8980.006062
23.0,822,8980.859861
33.0,1138,8982.026572
25.0,928,8982.97915
31.0,1266,8984.296802
34.0,1325,8985.624241
25.0,837,8986.516131
33.0,1243,8987.82861
9.0,570,8988.454581
33.0,1118,8989.605292
42.0,1677,8991.283602
35.0,1226,8992.529086
33.0,1255,8993.785293
27.0,874,8994.674022
28.0,978,8995.682004
31.0,1494,8997.192132
34.0,1357,8998.558243
47.0,1678,9000.325863
15.0,608,9000.984203
34.0,1459,9002.481175
15.0,742,9003.265689
37.0,1498,9004.784439
29.0,1051,9005.873818
33.0,1244,9007.124131
33.0,1525,9008.667491
29.0,1134,9009.826059
34.0,1418,9011.269448
50.0,1859,9013.168123
11.0,647,9013.894553
10.0,563,9014.4857
35.0,1119,9015.619203
30.0,1180,9016.829379
30.0,1157,9018.00165
10.0,633,9018.669981
34.0,1298,9019.963134
33.0,1379,9021.366008
30.0,1094,9022.491089
34.0,1134,9023.653257
21.0,929,9024.649929
31.0,1541,9026.283638
35.0,1181,9027.482525
36.0,1473,9028.965797
31.0,1379,9030.386179
31.0,1585,9031.978265
60.0,2411,9034.45195
29.0,1262,9035.764099
30.0,1120,9036.923246
35.0,1370,9038.275904
33.0,1399,9039.682286
33.0,1432,9041.101639
26.0,1166,9042.300906
35.0,1316,9043.680954
26.0,1061,9044.777217
33.0,1198,9045.98437
34.0,1308,9047.29835
33.0,1249,9048.572561
31.0,1008,9049.600323
28.0,1028,9050.625285
25.0,935,9051.596659
30.0,1091,9052.73605
30.0,1176,9053.9563
31.0,1302,9055.265826
32.0,1178,9056.472625
30.0,1081,9057.596693
35.0,1529,9059.139646
31.0,1447,9060.605101
33.0,1138,9061.793246
36.0,1552,9063.404494
25.0,937,9064.402242
29.0,1111,9065.541755
20.0,711,9066.303407
35.0,1295,9067.618289
29.0,1257,9068.886863
33.0,1263,9070.164284
19.0,748,9070.946964
34.0,1125,9072.079988
33.0,1202,9073.308723
31.0,1133,9074.472598
28.0,1413,9075.928733
15.0,737,9076.731484
35.0,1310,9078.076354
34.0,1450,9079.531456
21.0,729,9080.30213
24.0,1095,9081.42101
16.0,727,9082.179295
34.0,1256,9083.456034
34.0,1117,9084.577679
31.0,1225,9085.813359
17.0,624,9086.471657
35.0,1443,9087.957149
25.0,1243,9089.264128
34.0,1410,9090.714494
20.0,836,9091.5768
28.0,1105,9092.7155
26.0,862,9093.595623
34.0,1367,9094.996542
24.0,1030,9096.050427
31.0,1398,9097.482908
35.0,1438,9098.956095
32.0,1245,9100.235474
29.0,1132,9101.403384
30.0,1100,9102.574955
33.0,1286,9103.894145
35.0,1548,9105.479159
17.0,818,9106.332374
26.0,987,9107.337676
26.0,1139,9108.503222
32.0,1545,9110.059821
63.0,2402,9112.500119
24.0,839,9113.388529
23.0,983,9114.443991
29.0,1151,9115.637139
32.0,1388,9117.045331
30.0,1119,9118.182439
34.0,1195,9119.379978
20.0,937,9120.365759
22.0,903,9121.301465
33.0,1228,9122.540579
25.0,1025,9123.597786
34.0,1320,9124.934868
34.0,1389,9126.372112
30.0,1277,9127.689569
28.0,1209,9128.936839
29.0,1127,9130.072225
38.0,1440,9131.509647
29.0,1242,9132.770644
35.0,1386,9134.18136
33.0,1321,9135.516118
31.0,1393,9136.929231
32.0,1229,9138.158416
30.0,1116,9139.353319
14.0,680,9140.086203
28.0,1090,9141.223232
34.0,1658,9142.881003
32.0,1410,9144.314717
29.0,1015,9145.350503
27.0,854,9146.247519
33.0,1249,9147.508296
12.0,564,9148.102567
28.0,1128,9149.275348
25.0,805,9150.112292
35.0,1321,9151.474261
10.0,484,9151.998834
24.0,901,9152.949956
26.0,903,9153.892735
35.0,1648,9155.544666
21.0,848,9156.416969
17.0,690,9157.147229
33.0,1452,9158.61901
42.0,1982,9160.624876
23.0,837,9161.497607
25.0,999,9162.52946
33.0,1427,9163.982081
41.0,1650,9165.685279
35.0,1243,9166.969528
10.0,412,9167.394621
35.0,1408,9168.819252
20.0,877,9169.746279
21.0,978,9170.734217
32.0,1262,9172.021547
32.0,1383,9173.429892
17.0,746,9174.216948
31.0,1544,9175.796973
18.0,1026,9176.896677
34.0,1282,9178.224447
34.0,1308,9179.580217
18.0,796,9180.409509
26.0,1148,9181.601136
36.0,1358,9182.948731
64.0,2396,9185.392164
34.0,1507,9186.888082
25.0,870,9187.767306
34.0,1300,9189.087344
33.0,1236,9190.387669
33.0,1559,9191.994463
34.0,1434,9193.451238
29.0,1128,9194.577014
35.0,1286,9195.882451
29.0,1321,9197.248271
33.0,1424,9198.688429
24.0,932,9199.649768
28.0,1086,9200.778628
31.0,1395,9202.275636
67.0,2659,9205.042136
20.0,760,9205.858311
21.0,753,9206.650968
36.0,1514,9208.147575
33.0,1108,9209.260189
24.0,1011,9210.316198
27.0,999,9211.317103
7.0,413,9211.757166
24.0,845,9212.632786
33.0,1321,9213.990038
34.0,1314,9215.383521
29.0,1017,9216.451594
23.0,831,9217.317457
33.0,1137,9218.466289
27.0,941,9219.426578
19.0,862,9220.332129
34.0,1400,9221.770189
35.0,1269,9223.060278
30.0,1358,9224.412614
33.0,1332,9225.786505
23.0,858,9226.663787
33.0,1304,9228.041549
27.0,1208,9229.291196
33.0,1178,9230.489922
31.0,1092,9231.59079
38.0,1610,9233.191818
35.0,1417,9234.629179
36.0,1274,9235.932484
19.0,751,9236.718217
30.0,1111,9237.838503
24.0,1053,9238.919102
5.0,346,9239.276448
35.0,1395,9240.717907
34.0,1360,9242.125295
34.0,1305,9243.451207
31.0,1298,9244.761299
33.0,1352,9246.134972
33.0,1294,9247.463223
33.0,1401,9248.864262
23.0,790,9249.692574
30.0,1120,9250.857286
27.0,921,9251.818353
40.0,1599,9253.503651
30.0,1243,9254.826767
28.0,870,9255.730827
28.0,1400,9257.144583
34.0,1413,9258.590183
35.0,1243,9259.878449
34.0,1456,9261.34212
19.0,726,9262.094129
32.0,1311,9263.409904
24.0,892,9264.34549
16.0,669,9265.087165
33.0,1266,9266.429249
34.0,1689,9268.152817
31.0,1126,9269.2736
32.0,1197,9270.49904
34.0,1577,9272.090205
32.0,1433,9273.531258
27.0,856,9274.410922
32.0,1524,9275.944494
35.0,1311,9277.275449
33.0,1283,9278.626202
36.0,1378,9280.05787
35.0,1560,9281.626122
34.0,1250,9282.898237
31.0,1274,9284.195933
29.0,1024,9285.229244
33.0,1253,9286.487615
23.0,787,9287.29687
7.0,509,9287.83581
29.0,899,9288.756086
35.0,1508,9290.28105
34.0,1229,9291.574094
31.0,1054,9292.662185
20.0,754,9293.464279
32.0,1239,9294.718406
35.0,1255,9295.988994
28.0,1184,9297.202786
35.0,1162,9298.346906
34.0,1098,9299.471557
27.0,1175,9300.69279
29.0,1403,9302.086878
24.0,741,9302.864452
33.0,1364,9304.251367
35.0,1549,9305.867489
38.0,1829,9307.750642
30.0,1139,9308.906091
65.0,2327,9311.292627
32.0,1697,9312.976909
33.0,1415,9314.41507
28.0,1334,9315.783453
28.0,1053,9316.919125
35.0,1330,9318.308428
31.0,1086,9319.418404
20.0,902,9320.35825
34.0,1211,9321.587095
32.0,1210,9322.812327
35.0,1322,9324.136258
36.0,1451,9325.600015
35.0,1527,9327.121029
29.0,1065,9328.232053
37.0,1438,9329.731444
27.0,1114,9330.88588
11.0,466,9331.35573
22.0,894,9332.298624
27.0,1050,9333.375072
28.0,942,9334.34481
35.0,1270,9335.621708
22.0,791,9336.464209
26.0,886,9337.360278
32.0,1423,9338.817375
30.0,1312,9340.145586
32.0,1102,9341.280749
20.0,963,9342.287186
30.0,1219,9343.569992
26.0,972,9344.577579
30.0,1394,9345.963848
35.0,1272,9347.244502
7.0,502,9347.836642
30.0,1106,9348.95985
30.0,1070,9350.079213
31.0,1361,9351.49227
30.0,1051,9352.565335
24.0,829,9353.43275
23.0,967,9354.469505
1.0,321,9354.801217
28.0,1216,9356.089343
30.0,1103,9357.222806
15.0,696,9357.977274
7.0,554,9358.559224
21.0,937,9359.555678
32.0,1018,9360.611731
6.0,400,9361.019644
44.0,1402,9362.472208
25.0,842,9363.361425
19.0,856,9364.282752
35.0,1393,9365.68706
33.0,1177,9366.910216
27.0,1254,9368.250937
30.0,1210,9369.51911
23.0,743,9370.276267
36.0,1254,9371.543078
27.0,1095,9372.657513
34.0,1435,9374.080714
33.0,1295,9375.408886
29.0,1191,9376.630248
22.0,854,9377.537136
12.0,549,9378.09252
33.0,1095,9379.225173
35.0,1227,9380.451125
19.0,741,9381.226849
31.0,1408,9382.648598
33.0,1367,9384.020713
32.0,1254,9385.292323
31.0,1589,9386.908661
33.0,1103,9388.034013
28.0,1245,9389.310493
33.0,1354,9390.697796
32.0,1300,9392.031954
21.0,913,9393.006378
31.0,1254,9394.320241
34.0,1138,9395.509659
29.0,1210,9396.766927
19.0,672,9397.474243
27.0,994,9398.494718
31.0,1468,9400.00317
8.0,523,9400.549659
30.0,1484,9402.071418
36.0,1450,9403.540076
31.0,1219,9404.806556
27.0,898,9405.759285
35.0,1629,9407.404437
27.0,1123,9408.547365
18.0,714,9409.291278
65.0,2665,9411.998937
29.0,1145,9413.18645
33.0,1307,9414.528513
25.0,1043,9415.613346
4.0,408,9416.040635
28.0,1080,9417.170614
33.0,1387,9418.625744
31.0,1164,9419.864865
49.0,1816,9421.729984
29.0,1138,9422.876528
35.0,1144,9424.054884
33.0,1225,9425.302272
27.0,956,9426.297348
35.0,1243,9427.520399
23.0,921,9428.478322
32.0,1287,9429.826073
35.0,1451,9431.290405
35.0,1505,9432.861252
31.0,967,9433.839377
33.0,1073,9434.942277
35.0,1342,9436.308707
19.0,806,9437.166559
35.0,1589,9438.770276
30.0,1297,9440.096468
16.0,498,9440.606789
28.0,1158,9441.798445
44.0,2065,9443.951215
35.0,1503,9445.47277
38.0,1623,9447.089983
34.0,1513,9448.634333
33.0,1342,9450.01293
30.0,1112,9451.152167
35.0,1327,9452.497857
56.0,2015,9454.576243
50.0,1630,9456.280406
35.0,1152,9457.489954
36.0,1340,9458.868484
34.0,1585,9460.480756
26.0,1320,9461.82245
13.0,564,9462.429606
34.0,1158,9463.618954
73.0,2778,9466.443844
35.0,1458,9467.919276
33.0,1278,9469.233994
36.0,1493,9470.77648
31.0,1405,9472.185084
30.0,1315,9473.545335
45.0,1596,9475.178162
35.0,1457,9476.672582
31.0,1451,9478.147963
35.0,1570,9479.732035
22.0,827,9480.62816
32.0,1025,9481.723425
34.0,1442,9483.249473
33.0,1353,9484.646598
16.0,687,9485.372023
34.0,1267,9486.656921
29.0,1288,9488.000247
35.0,1298,9489.300998
22.0,928,9490.287673
35.0,1314,9491.645016
29.0,970,9492.66675
19.0,889,9493.62712
22.0,857,9494.54035
47.0,1954,9496.568382
35.0,1176,9497.763813
19.0,720,9498.50739
33.0,1349,9499.878181
28.0,1097,9501.02393
34.0,1481,9502.523286
32.0,1131,9503.677631
34.0,1423,9505.117728
33.0,1361,9506.549329
22.0,1029,9507.637638
25.0,999,9508.679635
35.0,1523,9510.221524
23.0,951,9511.236641
22.0,807,9512.098284
56.0,2189,9514.319174
34.0,1523,9515.830687
20.0,1059,9516.935671
62.0,2704,9519.732635
37.0,1428,9521.234625
28.0,1375,9522.685649
32.0,1537,9524.243379
30.0,1202,9525.471758
30.0,1246,9526.742017
33.0,1368,9528.119863
34.0,1303,9529.468215
30.0,1052,9530.525259
27.0,957,9531.523347
29.0,1296,9532.882825
35.0,1284,9534.207111
29.0,1059,9535.310105
33.0,1295,9536.600724
33.0,1553,9538.168379
35.0,1535,9539.75599
15.0,635,9540.43427
31.0,1162,9541.627049
31.0,1204,9542.881145
35.0,1302,9544.242983
31.0,1171,9545.491318
32.0,1162,9546.703575
29.0,931,9547.670081
28.0,1171,9548.851333
33.0,1361,9550.243023
34.0,1237,9551.499802
34.0,1617,9553.115049
33.0,1207,9554.359581
6.0,365,9554.737531
32.0,1223,9556.023268
33.0,1224,9557.315462
31.0,1200,9558.582054
20.0,851,9559.487414
32.0,1482,9560.989195
35.0,1276,9562.270232
11.0,498,9562.801248
34.0,1542,9564.388083
25.0,731,9565.152813
30.0,1205,9566.397429
33.0,1383,9567.825512
30.0,1511,9569.413401
32.0,1445,9570.916877
24.0,1015,9571.984752
35.0,1197,9573.198741
33.0,1619,9574.837949
33.0,1384,9576.248814
35.0,1394,9577.666004
21.0,698,9578.397889
28.0,1016,9579.444709
35.0,1528,9580.990299
30.0,992,9582.02891
31.0,1291,9583.375633
22.0,1175,9584.616499
35.0,1390,9586.043628
32.0,1393,9587.450987
50.0,1764,9589.298241
21.0,627,9589.956808
33.0,1307,9591.258561
34.0,1455,9592.736467
33.0,1350,9594.111418
24.0,831,9594.991622
25.0,916,9595.971829
67.0,2542,9598.55549
61.0,1877,9600.487643
34.0,1439,9601.941098
36.0,1375,9603.34888
39.0,1935,9605.291827
63.0,2415,9607.77813
32.0,1187,9609.022856
35.0,1458,9610.489227
34.0,1582,9612.091851
34.0,1059,9613.177593
34.0,1311,9614.536909
24.0,1034,9615.625102
35.0,1362,9617.006878
20.0,685,9617.732801
31.0,1260,9619.025802
35.0,1536,9620.631023
29.0,1262,9621.974901
33.0,1378,9623.37491
27.0,944,9624.359689
33.0,1166,9625.569803
28.0,1042,9626.630675
30.0,1075,9627.733459
40.0,1914,9629.674908
30.0,1207,9630.918147
30.0,1202,9632.177153
44.0,1801,9634.090535
26.0,1084,9635.224916
28.0,1032,9636.296471
29.0,1308,9637.669049
32.0,1549,9639.283457
69.0,2263,9641.603348
30.0,1123,9642.779102
29.0,1063,9643.879687
63.0,2230,9646.24276
28.0,1428,9647.763309
33.0,1476,9649.240527
34.0,1530,9650.801459
35.0,1443,9652.274354
35.0,1510,9653.828267
35.0,1330,9655.181291
35.0,1282,9656.492892
36.0,1234,9657.799323
35.0,1789,9659.692874
31.0,1157,9660.90681
34.0,1529,9662.460596
32.0,1192,9663.669801
29.0,1187,9664.909857
30.0,1264,9666.207188
19.0,905,9667.137866
41.0,1577,9668.744512
33.0,1232,9670.047518
33.0,1458,9671.545748
33.0,1312,9672.926119
35.0,1445,9674.398382
33.0,1292,9675.73471
29.0,1154,9676.90776
33.0,1364,9678.314043
34.0,1568,9679.880261
26.0,1003,9680.913527
45.0,1689,9682.686966
36.0,1403,9684.141703
32.0,1413,9685.620264
34.0,1370,9687.018448
34.0,1362,9688.429412
66.0,2578,9691.076315
19.0,934,9692.062624
27.0,1168,9693.271426
36.0,1630,9694.955905
31.0,1292,9696.309141
37.0,1712,9698.103841
30.0,967,9699.093809
34.0,1504,9700.641156
33.0,1481,9702.159378
31.0,934,9703.15425
28.0,1228,9704.44474
16.0,613,9705.09679
27.0,1131,9706.255832
34.0,1631,9707.924506
35.0,1343,9709.307246
33.0,1230,9710.619859
27.0,981,9711.636929
46.0,2250,9713.955952
35.0,1328,9715.320236
30.0,1253,9716.598346
24.0,875,9717.513377
35.0,1423,9718.924179
28.0,1018,9720.005708
35.0,1346,9721.417043
36.0,1392,9722.8429
34.0,1366,9724.219532
22.0,785,9725.048587
35.0,1551,9726.631473
29.0,1030,9727.713041
19.0,682,9728.42343
35.0,1344,9729.773291
9.0,478,9730.268952
31.0,1115,9731.409733
51.0,1788,9733.249035
34.0,1290,9734.590237
45.0,1860,9736.537463
38.0,1689,9738.273695
30.0,1293,9739.594073
28.0,1036,9740.662122
37.0,1556,9742.267645
34.0,1340,9743.631171
35.0,1352,9744.989144
31.0,1313,9746.340716
30.0,945,9747.345602
35.0,1395,9748.774159
30.0,1018,9749.858874
21.0,752,9750.647865
35.0,1598,9752.268282
32.0,1295,9753.589541
34.0,1263,9754.869381
33.0,1308,9756.22371
42.0,1811,9758.090033
33.0,1428,9759.566246
22.0,1052,9760.706062
24.0,794,9761.545354
19.0,772,9762.363609
33.0,1496,9763.890988
33.0,1223,9765.156013
34.0,1311,9766.490473
23.0,1191,9767.740408
31.0,1318,9769.088859
31.0,1410,9770.499925
28.0,905,9771.460791
33.0,1295,9772.78096
31.0,1369,9774.218242
35.0,1331,9775.651911
23.0,929,9776.617341
31.0,1068,9777.730861
22.0,917,9778.711213
31.0,1210,9779.975128
30.0,1129,9781.166394
33.0,1083,9782.287047
15.0,942,9783.301954
34.0,1544,9784.900016
36.0,1353,9786.318941
34.0,1315,9787.667353
33.0,1391,9789.074065
33.0,1089,9790.19197
34.0,1477,9791.719023
25.0,818,9792.602003
70.0,2567,9795.28767
62.0,2589,9798.02268
33.0,1494,9799.587811
32.0,1322,9800.975483
30.0,1261,9802.299336
31.0,1291,9803.631271
30.0,1194,9804.888367
35.0,1436,9806.398803
21.0,854,9807.316028
33.0,1295,9808.666128
32.0,1218,9809.95481
34.0,1318,9811.386542
31.0,1080,9812.531694
20.0,952,9813.536678
33.0,1285,9814.879807
37.0,1569,9816.521217
25.0,1201,9817.805086
25.0,784,9818.646581
35.0,1296,9820.002952
34.0,1483,9821.522398
33.0,1314,9822.919723
32.0,1191,9824.200739
32.0,1243,9825.482017
34.0,1230,9826.746197
24.0,926,9827.725722
33.0,1241,9829.009933
29.0,995,9830.050059
22.0,891,9830.99149
30.0,1036,9832.097892
33.0,1457,9833.614813
26.0,1001,9834.69797
35.0,1454,9836.25383
31.0,1291,9837.619876
36.0,1676,9839.374581
35.0,1428,9840.863441
31.0,1141,9842.075553
34.0,1340,9843.477752
29.0,994,9844.508601
24.0,865,9845.423454
36.0,1453,9846.914684
19.0,780,9847.736564
26.0,996,9848.806173
29.0,1035,9849.908451
33.0,1367,9851.321358
29.0,964,9852.356544
34.0,1393,9853.826489
34.0,1492,9855.388953
31.0,1178,9856.602218
34.0,1229,9857.849666
30.0,1170,9859.060374
33.0,1343,9860.53415
31.0,1137,9861.771916
32.0,1380,9863.239341
33.0,1359,9864.661531
35.0,1366,9866.115735
31.0,1217,9867.403276
35.0,1469,9868.973651
28.0,1200,9870.257076
22.0,802,9871.123374
31.0,1152,9872.391851
35.0,1323,9873.854998
35.0,1193,9875.167926
34.0,1326,9876.607705
34.0,1173,9877.883743
23.0,1066,9879.057168
34.0,1497,9880.646223
29.0,1510,9882.251532
35.0,1501,9883.848282
24.0,1180,9885.138248
34.0,1507,9886.768685
33.0,1405,9888.272706
33.0,1244,9889.605257
36.0,1206,9890.904465
32.0,1373,9892.374752
35.0,1452,9893.935958
45.0,1633,9895.680765
33.0,1144,9896.91344
33.0,1216,9898.175588
33.0,1550,9899.829765
35.0,1307,9901.224465
36.0,1375,9902.649817
34.0,1533,9904.212808
35.0,1562,9905.810683
32.0,1584,9907.447036
33.0,1267,9908.76567
31.0,1180,9910.002927
23.0,1103,9911.197306
34.0,1201,9912.467032
34.0,1425,9913.980162
31.0,1150,9915.163017
23.0,849,9916.076988
20.0,656,9916.774477
33.0,1352,9918.194267
33.0,1384,9919.632959
28.0,1181,9920.880919
31.0,1271,9922.192061
34.0,1488,9923.761861
33.0,1416,9925.284987
22.0,1016,9926.375667
50.0,2351,9928.861426
32.0,1100,9930.007822
35.0,1040,9931.100513
34.0,1368,9932.534626
19.0,830,9933.445222
31.0,1237,9934.731138
30.0,1383,9936.218068
24.0,778,9937.080031
29.0,883,9938.065014
32.0,1186,9939.340752
26.0,950,9940.36052
29.0,1182,9941.597594
44.0,1420,9943.06409
23.0,814,9943.92455
32.0,1193,9945.190079
29.0,952,9946.184898
35.0,1576,9947.803092
28.0,1181,9949.087471
25.0,859,9950.036106
35.0,1324,9951.499021
69.0,2733,9954.371094
32.0,1230,9955.700134
25.0,1612,9957.406001
35.0,1313,9958.761516
29.0,1162,9959.96534
22.0,791,9960.793421
26.0,862,9961.735818
33.0,1111,9962.946396
33.0,1451,9964.463271
33.0,1198,9965.706118
36.0,1325,9967.126954
34.0,1336,9968.542551
23.0,1045,9969.661662
21.0,902,9970.638011
35.0,948,9971.663613
20.0,754,9972.487229
36.0,1546,9974.079483
34.0,1372,9975.573672
35.0,1446,9977.131638
34.0,1338,9978.562694
33.0,1462,9980.092897
24.0,855,9981.017987
34.0,1581,9982.645417
34.0,1347,9984.021104
21.0,584,9984.637528
22.0,671,9985.336523
34.0,1466,9986.888263
29.0,960,9987.920994
35.0,1293,9989.321084
35.0,1536,9990.889678
26.0,955,9991.901589
15.0,806,9992.770075
56.0,2053,9994.924315
35.0,1171,9996.126427
26.0,1045,9997.210571
36.0,1371,9998.607195
23.0,910,9999.570754
23.0,928,10000.593031
29.0,867,10001.561933
35.0,1356,10002.933916
5.0,431,10003.389401
32.0,1243,10004.666983
33.0,1526,10006.258213
14.0,742,10007.064091
31.0,976,10008.092749
32.0,1474,10009.612147
32.0,1317,10011.009799
35.0,1460,10012.525874
33.0,1425,10014.09135
14.0,783,10014.936308
33.0,1220,10016.21334
22.0,863,10017.144048
34.0,1146,10018.315462
34.0,1168,10019.56953
32.0,1198,10020.841092
13.0,724,10021.642734
32.0,1223,10022.947174
35.0,1372,10024.413446
35.0,1398,10025.89044
35.0,1313,10027.288255
33.0,1167,10028.500898
33.0,1247,10029.812991
43.0,1763,10031.715606
24.0,964,10032.754212
29.0,1432,10034.256882
30.0,1447,10035.797567
33.0,1307,10037.190485
60.0,2197,10039.620531
31.0,1444,10041.146963
25.0,1170,10042.419094
32.0,1303,10043.802868
44.0,1683,10045.592309
31.0,1285,10046.960519
34.0,1573,10048.609243
34.0,1450,10050.185015
12.0,555,10050.813095
28.0,1282,10052.230731
33.0,1356,10053.683705
33.0,1166,10054.930418
27.0,974,10055.983216
22.0,870,10056.955213
26.0,1130,10058.176675
32.0,1320,10059.564056
31.0,1134,10060.787386
33.0,1493,10062.380609
35.0,1543,10064.052853
14.0,544,10064.660258
59.0,2348,10067.166442
35.0,1615,10068.880926
35.0,1126,10070.099087
26.0,1005,10071.196523
33.0,1174,10072.432309
19.0,683,10073.181998
24.0,1013,10074.282208
25.0,965,10075.338006
28.0,1086,10076.516745
10.0,487,10077.061145
30.0,1018,10078.145473
69.0,2529,10080.845824
34.0,1295,10082.208182
34.0,1436,10083.707244
32.0,1251,10085.029563
21.0,857,10085.940143
35.0,1549,10087.574005
32.0,1269,10088.91846
32.0,1552,10090.571378
39.0,1584,10092.278184
35.0,1254,10093.604828
32.0,1368,10095.052505
16.0,951,10096.099262
34.0,1214,10097.393446
32.0,1197,10098.651833
39.0,1651,10100.376104
35.0,1462,10101.913065
34.0,1402,10103.429352
17.0,707,10104.185058
29.0,1280,10105.544267
29.0,1062,10106.695242
34.0,1356,10108.1243
33.0,1417,10109.630761
34.0,1462,10111.150631
34.0,1563,10112.771264
34.0,1122,10114.012585
34.0,1417,10115.565428
7.0,559,10116.161474
35.0,1365,10117.615269
25.0,883,10118.582324
35.0,1127,10119.772924
24.0,1230,10121.07898
33.0,1546,10122.675408
33.0,1193,10123.9349
16.0,762,10124.769213
31.0,1177,10126.072349
36.0,1519,10127.694651
31.0,1407,10129.224083
29.0,1251,10130.540086
19.0,801,10131.402479
34.0,1396,10132.863998
34.0,1282,10134.195166
33.0,1236,10135.504858
14.0,703,10136.285443
20.0,777,10137.126141
32.0,1331,10138.539606
31.0,1517,10140.178578
35.0,1346,10141.594196
31.0,1309,10142.983938
33.0,1398,10144.446058
33.0,1315,10145.82103
31.0,1339,10147.254129
35.0,1733,10149.082309
29.0,1468,10150.662258
34.0,1416,10152.157754
34.0,1420,10153.704265
33.0,1136,10154.877885
28.0,1059,10156.001436
25.0,889,10156.941458
29.0,924,10157.931867
32.0,1240,10159.232688
32.0,1173,10160.471903
31.0,1127,10161.685322
60.0,2212,10164.026972
29.0,932,10165.040667
35.0,1293,10166.43508
24.0,1048,10167.571848
29.0,1198,10168.846619
30.0,1231,10170.149209
24.0,1041,10171.288196
34.0,1533,10172.921518
35.0,1501,10174.484607
33.0,1056,10175.62552
26.0,876,10176.586943
31.0,1309,10178.018242
6.0,605,10178.68888
35.0,1568,10180.311044
35.0,1168,10181.529627
24.0,928,10182.537037
34.0,1051,10183.691538
32.0,1417,10185.198041
33.0,1445,10186.725267
33.0,1145,10187.932206
29.0,1056,10189.099842
33.0,1277,10190.460029
34.0,1387,10191.95898
32.0,1287,10193.304996
33.0,1259,10194.686708
32.0,1321,10196.088373
34.0,1176,10197.366592
28.0,1261,10198.723813
18.0,1053,10199.86224
35.0,1547,10201.498951
35.0,1491,10203.08534
34.0,1326,10204.561545
33.0,1155,10205.809423
22.0,948,10206.839938
35.0,1537,10208.477389
35.0,1442,10209.98683
33.0,1421,10211.479823
34.0,1161,10212.711323
32.0,1012,10213.824908
34.0,946,10214.936086
33.0,1259,10216.311017
34.0,1402,10217.825232
14.0,754,10218.65613
68.0,2410,10221.217928
28.0,871,10222.149839
33.0,1075,10223.293424
12.0,617,10223.972665
34.0,1499,10225.59791
34.0,1366,10227.000039
33.0,1752,10228.931724
29.0,1042,10230.056863
33.0,1564,10231.661352
34.0,1187,10232.934336
31.0,1109,10234.115008
34.0,1422,10235.609077
35.0,1309,10236.937559
34.0,1355,10238.357016
30.0,1159,10239.584964
35.0,1433,10241.109022
35.0,1373,10242.570145
35.0,1323,10243.985124
22.0,831,10244.887126
25.0,893,10245.85379
35.0,1428,10247.347481
25.0,944,10248.354214
24.0,898,10249.31634
34.0,1674,10251.070134
34.0,1451,10252.608181
35.0,1566,10254.237367
32.0,1565,10255.865978
35.0,1438,10257.377854
27.0,870,10258.339721
29.0,1121,10259.503048
16.0,1094,10260.682826
26.0,959,10261.704019
34.0,1327,10263.072103
23.0,974,10264.120321
34.0,1476,10265.668886
35.0,1200,10266.97925
33.0,1326,10268.38139
50.0,1884,10270.364888
36.0,1315,10271.72534
24.0,1151,10272.94167
24.0,750,10273.739866
33.0,1379,10275.227031
33.0,1431,10276.729748
34.0,1469,10278.260039
31.0,950,10279.263107
33.0,1319,10280.650967
31.0,1285,10281.996605
21.0,774,10282.824955
32.0,1379,10284.271346
48.0,1809,10286.191759
30.0,1085,10287.35853
34.0,1289,10288.680473
29.0,1237,10289.98446
32.0,1420,10291.495262
71.0,2563,10294.194909
34.0,1420,10295.644928
69.0,2452,10298.224468
32.0,1162,10299.43207
34.0,1238,10300.724596
34.0,1231,10301.980575
22.0,905,10302.949346
37.0,1566,10304.594167
17.0,753,10305.439869
36.0,1455,10306.939738
70.0,2636,10309.715026
33.0,1191,10310.960827
33.0,1537,10312.576756
34.0,1225,10313.848974
17.0,698,10314.616899
34.0,1267,10315.947055
18.0,627,10316.627508
33.0,1252,10317.946292
29.0,1199,10319.232881
35.0,1271,10320.549662
51.0,1752,10322.414116
20.0,805,10323.277576
23.0,806,10324.136737
23.0,960,10325.152611
22.0,771,10325.9667
35.0,1123,10327.128429
34.0,1431,10328.634402
32.0,1088,10329.786363
33.0,1389,10331.272257
31.0,1398,10332.748737
30.0,1202,10334.026559
34.0,1141,10335.227446
