#{"t_start": 1783721429.796538, "env_id": "SpaceInvaders-v0"}
r,l,t
7.0,669,1781.5317
7.0,511,1781.994353
14.0,981,1782.913896
7.0,424,1783.30096
6.0,402,1783.679542
18.0,978,1784.590149
10.0,699,1785.236026
12.0,673,1785.856351
10.0,656,1786.435973
20.0,1009,1787.340515
16.0,999,1788.29602
15.0,819,1789.069225
9.0,738,1789.742788
9.0,673,1790.361132
14.0,946,1791.260713
16.0,880,1792.082693
6.0,629,1792.684522
8.0,528,1793.156856
13.0,682,1793.774483
6.0,683,1794.413314
8.0,633,1794.986578
13.0,693,1795.611088
21.0,1020,1796.544152
9.0,652,1797.139292
13.0,953,1798.016349
10.0,699,1798.652123
8.0,559,1799.165249
27.0,1336,1800.375373
4.0,583,1800.912908
15.0,904,1801.741843
14.0,1061,1802.741249
15.0,930,1803.609156
13.0,705,1804.268619
9.0,539,1804.788967
10.0,511,1805.273687
4.0,483,1805.734402
14.0,873,1806.542625
7.0,653,1807.142146
24.0,1401,1808.390029
6.0,577,1808.912782
18.0,958,1809.770365
20.0,962,1810.64931
8.0,646,1811.235477
7.0,642,1811.845537
11.0,828,1812.613654
21.0,1253,1813.757989
19.0,1117,1814.786565
14.0,798,1815.573661
4.0,565,1816.147471
16.0,909,1817.047193
8.0,671,1817.720533
16.0,1096,1818.761705
4.0,395,1819.14115
8.0,724,1819.836162
11.0,648,1820.464638
13.0,1202,1821.596011
12.0,820,1822.346944
13.0,794,1823.071305
4.0,398,1823.441353
20.0,1325,1824.655235
12.0,844,1825.447736
15.0,947,1826.341803
5.0,612,1826.905467
7.0,529,1827.388376
3.0,346,1827.704343
19.0,854,1828.503172
6.0,633,1829.097763
11.0,577,1829.629199
7.0,667,1830.263247
14.0,797,1831.022471
18.0,815,1831.784215
8.0,440,1832.186748
9.0,772,1832.900717
8.0,642,1833.483905
10.0,655,1834.095679
9.0,536,1834.58501
8.0,796,1835.331357
14.0,681,1835.965513
14.0,961,1836.866783
17.0,873,1837.664904
21.0,1083,1838.676279
10.0,820,1839.424497
14.0,893,1840.24686
10.0,639,1840.862206
23.0,1319,1842.117719
25.0,1242,1843.296767
18.0,1054,1844.272189
16.0,934,1845.12648
17.0,934,1845.993391
13.0,1051,1846.966093
13.0,684,1847.604371
17.0,1014,1848.539751
20.0,993,1849.45124
6.0,568,1849.965591
5.0,389,1850.326375
14.0,1138,1851.389212
11.0,741,1852.06668
4.0,411,1852.448149
12.0,718,1853.103884
4.0,363,1853.44336
22.0,1404,1854.728242
21.0,854,1855.541203
13.0,639,1856.145862
14.0,932,1857.016591
9.0,445,1857.44843
15.0,938,1858.312671
11.0,473,1858.737827
5.0,529,1859.231408
16.0,744,1859.920837
4.0,334,1860.226843
10.0,693,1860.865757
13.0,945,1861.739553
8.0,706,1862.408905
14.0,879,1863.243245
21.0,1020,1864.194598
9.0,605,1864.753249
21.0,1294,1865.940469
9.0,626,1866.529218
17.0,786,1867.251842
9.0,832,1868.054759
11.0,628,1868.651954
12.0,752,1869.333117
16.0,772,1870.042417
8.0,548,1870.55189
39.0,2163,1872.424663
19.0,1158,1873.492158
7.0,448,1873.900852
8.0,633,1874.489859
12.0,1010,1875.415683
12.0,808,1876.177363
11.0,712,1876.836343
8.0,566,1877.363763
4.0,357,1877.689392
9.0,671,1878.313709
9.0,939,1879.209914
12.0,723,1879.894011
17.0,855,1880.722826
8.0,541,1881.25437
13.0,933,1882.154016
14.0,855,1882.965133
6.0,442,1883.381055
15.0,915,1884.237129
12.0,726,1884.926604
10.0,607,1885.50161
19.0,823,1886.286255
19.0,1045,1887.286582
4.0,438,1887.694185
9.0,713,1888.344848
5.0,476,1888.813751
10.0,750,1889.520553
4.0,539,1890.006036
23.0,1146,1891.069961
27.0,1069,1892.066998
25.0,1059,1893.056326
17.0,991,1894.021717
7.0,586,1894.567994
9.0,530,1895.064216
4.0,478,1895.495282
13.0,776,1896.201529
2.0,401,1896.567749
11.0,712,1897.226198
7.0,528,1897.719012
13.0,695,1898.362048
13.0,852,1899.199
4.0,632,1899.793122
8.0,551,1900.316926
12.0,671,1900.954659
6.0,530,1901.462041
8.0,770,1902.18979
10.0,641,1902.774717
6.0,398,1903.136852
3.0,435,1903.53276
20.0,1151,1904.594877
14.0,1375,1905.894745
19.0,1213,1907.043965
9.0,671,1907.668412
3.0,528,1908.157267
21.0,1018,1909.099497
6.0,532,1909.59906
5.0,420,1909.984248
27.0,1465,1911.300071
15.0,954,1912.219182
20.0,1054,1913.190931
17.0,1021,1914.146861
3.0,497,1914.594973
11.0,712,1915.25848
3.0,396,1915.619186
11.0,729,1916.292223
8.0,673,1916.944805
16.0,1041,1917.970213
5.0,385,1918.34136
9.0,658,1918.990841
22.0,971,1919.941345
5.0,469,1920.39618
20.0,872,1921.2101
9.0,837,1922.031461
18.0,783,1922.787323
8.0,590,1923.368513
14.0,789,1924.128865
13.0,818,1924.941918
15.0,966,1925.857668
6.0,517,1926.354766
5.0,494,1926.842319
6.0,625,1927.43146
12.0,931,1928.341856
17.0,987,1929.295758
25.0,1266,1930.532054
14.0,848,1931.346003
7.0,653,1931.97977
8.0,602,1932.543458
25.0,1203,1933.638321
3.0,326,1933.929319
9.0,477,1934.367775
13.0,761,1935.063344
17.0,1126,1936.091434
9.0,640,1936.695046
2.0,330,1936.993793
16.0,930,1937.853998
10.0,498,1938.304244
7.0,363,1938.631315
6.0,667,1939.246287
8.0,524,1939.722359
21.0,1053,1940.686229
22.0,1254,1941.823987
15.0,1103,1942.845526
8.0,519,1943.335571
19.0,994,1944.27318
15.0,794,1945.023715
11.0,760,1945.736123
2.0,603,1946.294355
24.0,1143,1947.376319
18.0,985,1948.288867
8.0,502,1948.757993
17.0,855,1949.536479
13.0,644,1950.143724
4.0,493,1950.590415
11.0,659,1951.206748
20.0,869,1952.001532
15.0,839,1952.771181
18.0,1118,1953.782629
6.0,569,1954.300434
4.0,515,1954.785826
18.0,947,1955.676129
7.0,531,1956.169348
25.0,1269,1957.350257
9.0,810,1958.114019
12.0,795,1958.85684
14.0,932,1959.726064
10.0,756,1960.430428
18.0,1199,1961.545915
7.0,447,1961.97064
9.0,717,1962.669232
11.0,848,1963.469399
10.0,499,1963.934598
13.0,1015,1964.86916
11.0,637,1965.456108
13.0,839,1966.215387
6.0,663,1966.833325
6.0,362,1967.16344
21.0,1159,1968.268625
3.0,490,1968.73472
19.0,959,1969.637348
5.0,483,1970.093521
12.0,1019,1971.053825
11.0,691,1971.685602
18.0,1286,1972.877475
3.0,536,1973.376584
8.0,537,1973.885598
18.0,1223,1975.017427
9.0,712,1975.685387
12.0,689,1976.322499
11.0,594,1976.879563
6.0,505,1977.357158
12.0,816,1978.128931
5.0,406,1978.504984
12.0,642,1979.072048
15.0,1170,1980.167572
5.0,395,1980.540608
3.0,351,1980.870245
5.0,504,1981.348643
15.0,1347,1982.624404
11.0,733,1983.300288
16.0,774,1984.024947
7.0,613,1984.583749
12.0,950,1985.48344
19.0,987,1986.41193
7.0,633,1987.012465
4.0,509,1987.496769
9.0,761,1988.229073
9.0,696,1988.897038
10.0,816,1989.677822
11.0,667,1990.322015
16.0,988,1991.267281
10.0,544,1991.781073
23.0,1026,1992.794309
17.0,1140,1993.86432
20.0,1108,1994.927824
6.0,556,1995.450416
24.0,1333,1996.679816
9.0,632,1997.278058
14.0,794,1998.006207
26.0,1232,1999.159878
19.0,1141,2000.238408
12.0,658,2000.86656
18.0,1015,2001.811268
9.0,800,2002.558018
24.0,1030,2003.497326
5.0,365,2003.833599
18.0,1012,2004.780912
16.0,988,2005.722188
21.0,909,2006.628251
18.0,978,2007.58831
7.0,476,2008.052018
14.0,1055,2009.031371
21.0,901,2009.866907
7.0,548,2010.389589
14.0,726,2011.083876
15.0,878,2011.918352
9.0,656,2012.531909
12.0,674,2013.173876
6.0,508,2013.655886
6.0,647,2014.246482
5.0,445,2014.654705
12.0,823,2015.445926
19.0,1050,2016.438691
16.0,1138,2017.511983
7.0,362,2017.865217
25.0,1280,2019.11418
6.0,669,2019.741199
3.0,447,2020.167488
8.0,539,2020.701834
13.0,839,2021.494546
21.0,1164,2022.572005
11.0,741,2023.264461
5.0,522,2023.759871
9.0,773,2024.503476
6.0,569,2025.03421
16.0,916,2025.898324
5.0,452,2026.316064
25.0,1081,2027.288256
7.0,466,2027.720088
9.0,627,2028.295078
15.0,1118,2029.345289
22.0,1278,2030.525767
11.0,777,2031.267131
12.0,943,2032.181125
7.0,506,2032.664392
11.0,770,2033.42222
19.0,866,2034.219686
28.0,1193,2035.32126
7.0,513,2035.805567
15.0,701,2036.476106
9.0,541,2036.98783
10.0,695,2037.654098
5.0,409,2038.032144
7.0,901,2038.886034
22.0,1080,2039.88502
9.0,713,2040.551865
18.0,1119,2041.585475
21.0,1152,2042.649635
14.0,724,2043.319363
7.0,660,2043.951391
16.0,971,2044.889539
4.0,357,2045.230368
13.0,670,2045.900992
8.0,846,2046.709963
17.0,903,2047.579735
13.0,841,2048.363589
9.0,659,2048.97876
11.0,694,2049.638334
30.0,1416,2050.957059
18.0,908,2051.808001
11.0,745,2052.515432
18.0,1021,2053.4716
15.0,894,2054.343021
10.0,678,2054.983541
22.0,1329,2056.233541
17.0,1237,2057.392646
25.0,1231,2058.593148
20.0,1213,2059.756038
14.0,935,2060.650921
22.0,1176,2061.767589
7.0,457,2062.209365
14.0,675,2062.841016
6.0,440,2063.259488
6.0,695,2063.926964
14.0,947,2064.815922
8.0,597,2065.377204
11.0,629,2065.970747
22.0,1058,2066.946816
7.0,468,2067.398521
20.0,1063,2068.402823
11.0,1027,2069.384674
11.0,786,2070.130681
9.0,556,2070.664993
17.0,1051,2071.69366
8.0,521,2072.199118
9.0,719,2072.8849
21.0,1234,2074.055247
7.0,560,2074.58158
6.0,616,2075.172583
7.0,572,2075.725537
14.0,791,2076.466378
5.0,510,2076.939982
11.0,887,2077.778762
13.0,1046,2078.776205
15.0,936,2079.655401
8.0,773,2080.375996
5.0,367,2080.726096
26.0,1147,2081.854074
21.0,1157,2082.959607
10.0,696,2083.639818
21.0,948,2084.543066
6.0,640,2085.149952
3.0,357,2085.483936
7.0,521,2085.976702
15.0,961,2086.888302
30.0,1466,2088.246929
24.0,1076,2089.243988
12.0,877,2090.077566
10.0,608,2090.655553
4.0,353,2090.974549
10.0,630,2091.559112
28.0,1378,2092.794656
6.0,508,2093.273788
13.0,1084,2094.297041
10.0,654,2094.907115
24.0,947,2095.832844
17.0,978,2096.787424
12.0,622,2097.374484
5.0,692,2098.030124
11.0,685,2098.678051
17.0,984,2099.604391
11.0,642,2100.227044
20.0,1143,2101.306994
22.0,936,2102.193523
15.0,963,2103.094558
4.0,362,2103.422578
10.0,784,2104.172988
8.0,605,2104.737027
12.0,644,2105.345399
16.0,792,2106.082949
9.0,555,2106.599371
10.0,634,2107.216764
27.0,1216,2108.370178
5.0,451,2108.812184
20.0,841,2109.620434
7.0,559,2110.137074
5.0,604,2110.718505
22.0,1202,2111.839595
18.0,1084,2112.832556
15.0,785,2113.571243
18.0,1405,2114.869018
5.0,365,2115.221493
11.0,704,2115.869023
7.0,355,2116.206938
5.0,487,2116.670295
20.0,1083,2117.679143
18.0,834,2118.468667
19.0,1119,2119.515896
6.0,446,2119.921357
22.0,1009,2120.868504
21.0,974,2121.823577
25.0,1297,2123.054492
13.0,803,2123.8352
5.0,404,2124.212183
10.0,607,2124.781635
1.0,382,2125.140026
11.0,770,2125.872063
8.0,691,2126.501992
11.0,1143,2127.55801
18.0,1151,2128.642683
9.0,667,2129.281564
15.0,1014,2130.218518
6.0,568,2130.753901
15.0,917,2131.620308
12.0,1038,2132.589852
4.0,402,2132.956355
19.0,1301,2134.192085
3.0,317,2134.500209
18.0,864,2135.326115
5.0,584,2135.871168
7.0,720,2136.543524
9.0,796,2137.273472
13.0,839,2138.046641
3.0,503,2138.513059
11.0,649,2139.104087
5.0,357,2139.43721
8.0,725,2140.106758
14.0,945,2140.976571
15.0,1151,2142.047473
15.0,842,2142.837378
10.0,609,2143.421421
13.0,921,2144.315279
23.0,1135,2145.40986
28.0,1535,2146.864843
19.0,1054,2147.874191
13.0,626,2148.470507
4.0,387,2148.825217
5.0,514,2149.297422
6.0,477,2149.732045
12.0,892,2150.578581
25.0,1233,2151.713959
10.0,627,2152.291186
21.0,1456,2153.626938
5.0,624,2154.204711
14.0,863,2155.008505
19.0,983,2155.907683
24.0,1004,2156.832254
23.0,1290,2158.017098
8.0,640,2158.631393
4.0,365,2158.971421
5.0,425,2159.376468
13.0,710,2160.070106
4.0,517,2160.564952
10.0,665,2161.207155
7.0,360,2161.540192
21.0,966,2162.448121
16.0,1196,2163.561257
12.0,541,2164.071379
16.0,856,2164.83989
8.0,647,2165.435677
7.0,646,2166.036536
9.0,718,2166.683609
8.0,755,2167.381233
8.0,542,2167.889052
5.0,403,2168.263142
8.0,516,2168.726787
22.0,984,2169.64254
9.0,492,2170.118114
10.0,610,2170.723232
6.0,519,2171.217952
16.0,990,2172.170857
8.0,519,2172.671666
19.0,1131,2173.721828
7.0,653,2174.343599
7.0,723,2175.027882
6.0,480,2175.482746
23.0,1203,2176.610525
8.0,664,2177.24031
8.0,590,2177.803623
20.0,887,2178.618466
21.0,923,2179.477499
6.0,635,2180.077307
14.0,748,2180.786885
9.0,607,2181.359007
24.0,1197,2182.470411
5.0,579,2183.024528
5.0,377,2183.380601
21.0,899,2184.218899
7.0,376,2184.589549
10.0,680,2185.249975
16.0,882,2186.097691
9.0,724,2186.784182
20.0,1137,2187.836419
12.0,816,2188.620609
15.0,667,2189.245746
11.0,698,2189.917127
9.0,717,2190.568221
13.0,1066,2191.563822
3.0,502,2192.042233
11.0,677,2192.679691
8.0,636,2193.279036
25.0,986,2194.17312
5.0,518,2194.653936
10.0,653,2195.269939
10.0,653,2195.903571
18.0,1039,2196.88847
13.0,848,2197.707505
2.0,495,2198.173293
15.0,821,2198.947619
9.0,549,2199.473978
10.0,686,2200.117343
4.0,495,2200.580178
16.0,800,2201.328308
11.0,841,2202.090454
22.0,1076,2203.099572
10.0,611,2203.653182
25.0,1360,2204.895178
22.0,1107,2205.927053
9.0,492,2206.386076
16.0,874,2207.191411
2.0,485,2207.634642
25.0,1098,2208.686283
12.0,808,2209.471273
7.0,452,2209.893232
13.0,940,2210.804146
4.0,384,2211.15606
19.0,1102,2212.175954
11.0,696,2212.843284
15.0,958,2213.725513
7.0,617,2214.301879
4.0,519,2214.777971
5.0,353,2215.10166
14.0,1201,2216.20911
25.0,1195,2217.29189
10.0,624,2217.887035
7.0,596,2218.439689
13.0,689,2219.062418
7.0,409,2219.428215
7.0,718,2220.08031
9.0,634,2220.68492
14.0,799,2221.446716
10.0,644,2222.071526
6.0,399,2222.455245
8.0,694,2223.137698
20.0,1177,2224.276008
5.0,455,2224.710107
17.0,958,2225.611905
8.0,531,2226.101122
19.0,995,2227.014571
17.0,1018,2227.966413
5.0,623,2228.535614
15.0,546,2229.039012
24.0,1075,2230.018341
18.0,743,2230.69629
13.0,701,2231.349488
5.0,552,2231.850361
13.0,842,2232.627904
10.0,528,2233.105843
12.0,940,2233.999805
6.0,483,2234.445924
24.0,1571,2235.895404
17.0,1046,2236.87779
5.0,355,2237.210078
11.0,808,2237.966755
12.0,683,2238.618591
20.0,1160,2239.719788
10.0,689,2240.378071
9.0,649,2241.000635
14.0,886,2241.81593
17.0,1125,2242.85748
20.0,804,2243.609554
12.0,658,2244.235816
6.0,404,2244.61388
2.0,537,2245.105524
7.0,397,2245.469074
17.0,1006,2246.428249
9.0,792,2247.203495
26.0,1306,2248.496515
12.0,766,2249.248487
25.0,1685,2250.793897
5.0,415,2251.181384
12.0,794,2251.91311
12.0,771,2252.651868
18.0,1007,2253.598042
16.0,959,2254.517232
17.0,879,2255.348337
11.0,723,2256.051738
9.0,550,2256.575382
9.0,548,2257.086467
6.0,432,2257.480534
5.0,593,2258.039002
5.0,356,2258.371133
19.0,1028,2259.351267
19.0,997,2260.265949
17.0,1040,2261.259509
13.0,1128,2262.325449
22.0,878,2263.129697
7.0,578,2263.667342
21.0,1131,2264.697784
8.0,597,2265.244878
9.0,580,2265.780698
21.0,1008,2266.702165
6.0,599,2267.252698
10.0,703,2267.903016
8.0,581,2268.439172
14.0,947,2269.319826
9.0,619,2269.884621
26.0,1370,2271.140137
11.0,855,2271.957907
10.0,601,2272.543854
23.0,1125,2273.623973
6.0,706,2274.331137
11.0,649,2274.934425
11.0,658,2275.55191
25.0,1408,2276.831031
7.0,642,2277.420176
27.0,1450,2278.720184
12.0,890,2279.552125
13.0,685,2280.189171
5.0,391,2280.54211
29.0,1073,2281.508735
10.0,640,2282.095656
23.0,1167,2283.155661
8.0,459,2283.583132
17.0,901,2284.445028
13.0,998,2285.428851
12.0,775,2286.146679
8.0,727,2286.828897
9.0,596,2287.397486
5.0,617,2287.970298
20.0,958,2288.855896
12.0,752,2289.557983
7.0,668,2290.176498
6.0,588,2290.722288
25.0,1507,2292.107933
12.0,858,2292.919466
19.0,1016,2293.848625
14.0,720,2294.523734
5.0,399,2294.896099
6.0,540,2295.413404
13.0,1134,2296.451642
8.0,572,2297.000598
9.0,623,2297.603462
19.0,1081,2298.697614
16.0,892,2299.554395
17.0,1033,2300.525204
5.0,414,2300.898855
4.0,454,2301.318352
11.0,783,2302.044691
20.0,1138,2303.082735
5.0,383,2303.435732
13.0,964,2304.331109
11.0,802,2305.062655
7.0,769,2305.779525
8.0,493,2306.225856
16.0,930,2307.08622
25.0,1083,2308.073206
9.0,858,2308.863239
17.0,973,2309.779287
15.0,699,2310.432432
18.0,1197,2311.561104
11.0,832,2312.333262
4.0,408,2312.711839
17.0,767,2313.417741
4.0,375,2313.767109
15.0,730,2314.452381
13.0,668,2315.063003
13.0,957,2315.942074
22.0,1112,2316.973557
5.0,521,2317.461994
13.0,623,2318.052637
11.0,732,2318.729187
12.0,667,2319.338236
15.0,947,2320.194906
24.0,1201,2321.322932
12.0,646,2321.959358
8.0,544,2322.503017
10.0,656,2323.141105
6.0,376,2323.504296
19.0,827,2324.317606
34.0,1668,2325.87784
10.0,825,2326.665451
3.0,529,2327.176857
11.0,734,2327.88965
21.0,1418,2329.201837
14.0,1093,2330.223937
11.0,526,2330.705029
13.0,873,2331.51968
12.0,649,2332.130699
7.0,522,2332.608661
9.0,608,2333.178829
15.0,787,2333.924026
16.0,1127,2334.986839
10.0,647,2335.60088
22.0,1071,2336.625219
15.0,1061,2337.659155
14.0,1130,2338.701184
20.0,896,2339.510162
3.0,351,2339.832463
6.0,594,2340.378468
6.0,664,2340.997957
16.0,912,2341.844912
23.0,1027,2342.774585
7.0,567,2343.285022
21.0,1109,2344.30891
25.0,977,2345.216001
23.0,936,2346.072007
13.0,772,2346.808215
13.0,1092,2347.835898
7.0,643,2348.447612
14.0,1013,2349.429761
13.0,616,2350.043321
24.0,1023,2350.990606
27.0,1198,2352.062165
23.0,1174,2353.142515
15.0,751,2353.838947
17.0,865,2354.632663
13.0,716,2355.300871
14.0,932,2356.182208
7.0,493,2356.636737
18.0,931,2357.504611
15.0,817,2358.266351
11.0,838,2359.025531
9.0,646,2359.615213
11.0,684,2360.273988
22.0,1004,2361.240552
15.0,700,2361.906205
7.0,542,2362.453148
17.0,1105,2363.494483
25.0,1167,2364.552995
19.0,998,2365.476086
14.0,741,2366.17273
16.0,782,2366.906473
14.0,785,2367.638442
3.0,648,2368.240364
23.0,1117,2369.280185
5.0,522,2369.770499
24.0,973,2370.680123
17.0,1005,2371.632159
14.0,829,2372.417356
7.0,484,2372.865342
15.0,963,2373.783522
5.0,394,2374.154391
9.0,536,2374.672636
15.0,904,2375.536767
5.0,740,2376.268959
28.0,1286,2377.456908
22.0,1182,2378.555657
17.0,973,2379.438966
10.0,647,2380.080179
23.0,1175,2381.176215
30.0,1296,2382.356374
10.0,626,2382.95676
20.0,1173,2384.066623
24.0,1053,2385.054542
9.0,609,2385.635528
21.0,1087,2386.689275
20.0,1110,2387.779509
22.0,1059,2388.811984
29.0,1446,2390.181964
3.0,484,2390.641659
9.0,910,2391.553079
19.0,784,2392.319884
20.0,1013,2393.351372
15.0,961,2394.281662
22.0,1101,2395.302351
12.0,801,2396.051554
8.0,544,2396.577371
26.0,1121,2397.623483
15.0,758,2398.362669
19.0,802,2399.128225
18.0,1019,2400.130864
16.0,877,2400.99875
23.0,923,2401.871787
8.0,654,2402.481068
27.0,1168,2403.574423
25.0,1298,2404.773955
28.0,1371,2406.046556
8.0,587,2406.590262
9.0,865,2407.403438
23.0,1131,2408.456907
15.0,805,2409.230595
8.0,634,2409.846475
7.0,560,2410.375199
19.0,873,2411.254247
3.0,512,2411.769914
10.0,652,2412.41953
7.0,470,2412.895862
12.0,726,2413.625638
16.0,875,2414.476933
7.0,396,2414.85373
14.0,787,2415.602577
16.0,850,2416.410243
15.0,817,2417.183612
13.0,726,2417.878002
8.0,466,2418.303966
5.0,512,2418.800821
19.0,1076,2419.806324
21.0,1031,2420.783261
23.0,1116,2421.840142
18.0,1180,2422.969352
10.0,826,2423.778517
17.0,1070,2424.822162
4.0,478,2425.277981
6.0,431,2425.693365
14.0,916,2426.585436
7.0,373,2426.946741
21.0,1274,2428.150558
16.0,735,2428.860388
20.0,1038,2429.832017
5.0,619,2430.420795
3.0,356,2430.744484
8.0,523,2431.216837
10.0,647,2431.812159
18.0,1078,2432.810431
23.0,1264,2433.978229
22.0,1091,2434.984309
21.0,989,2435.914372
13.0,631,2436.536551
18.0,954,2437.470244
6.0,502,2437.945448
5.0,486,2438.423687
5.0,437,2438.85487
24.0,1167,2439.941288
9.0,754,2440.648903
7.0,483,2441.09347
9.0,621,2441.679341
8.0,548,2442.201344
10.0,630,2442.79888
8.0,709,2443.487322
7.0,444,2443.895435
6.0,705,2444.562633
13.0,672,2445.201563
15.0,799,2445.939238
6.0,582,2446.487525
8.0,450,2446.89113
32.0,1670,2448.418098
22.0,1064,2449.454453
9.0,702,2450.137559
6.0,545,2450.644457
16.0,912,2451.53732
29.0,1314,2452.754903
17.0,1019,2453.752655
17.0,1040,2454.766604
11.0,786,2455.520179
15.0,782,2456.285169
26.0,1073,2457.33511
10.0,557,2457.881924
6.0,706,2458.591822
11.0,659,2459.231436
22.0,1081,2460.266602
22.0,1020,2461.237751
10.0,696,2461.909906
25.0,1131,2462.971451
3.0,357,2463.308887
12.0,806,2464.096368
25.0,944,2464.949317
9.0,860,2465.75152
13.0,1094,2466.776869
10.0,654,2467.420354
9.0,539,2467.931394
21.0,1059,2468.955133
29.0,1465,2470.327787
22.0,927,2471.176605
12.0,863,2471.989892
10.0,792,2472.732987
19.0,751,2473.4378
14.0,973,2474.37333
19.0,994,2475.306953
23.0,1320,2476.578062
22.0,953,2477.484631
7.0,619,2478.058045
6.0,480,2478.50231
21.0,952,2479.392009
15.0,843,2480.190871
16.0,994,2481.123855
11.0,787,2481.872683
18.0,753,2482.588462
22.0,897,2483.467325
13.0,710,2484.162798
14.0,684,2484.802087
24.0,1261,2485.988099
12.0,967,2486.908601
6.0,569,2487.452385
5.0,381,2487.799452
7.0,442,2488.206831
16.0,974,2489.127136
17.0,717,2489.8039
15.0,850,2490.598928
9.0,422,2491.004467
18.0,1104,2492.027988
16.0,735,2492.708962
26.0,1313,2493.923176
5.0,476,2494.368253
13.0,908,2495.229783
19.0,928,2496.094177
6.0,438,2496.501731
7.0,597,2497.072751
27.0,1349,2498.311327
23.0,1209,2499.425944
21.0,1059,2500.440208
23.0,874,2501.261194
8.0,797,2502.048728
6.0,445,2502.456739
9.0,645,2503.04824
20.0,1103,2504.057999
22.0,1270,2505.236907
13.0,722,2505.914384
14.0,668,2506.548946
7.0,480,2506.992188
14.0,1105,2508.024068
4.0,464,2508.456391
13.0,794,2509.175895
7.0,513,2509.65211
10.0,635,2510.255723
5.0,364,2510.605204
32.0,1493,2511.970449
19.0,1014,2512.942489
20.0,1019,2513.933048
10.0,437,2514.364345
6.0,518,2514.876037
13.0,666,2515.49745
8.0,578,2516.017516
13.0,886,2516.860298
7.0,554,2517.371063
12.0,718,2518.05058
5.0,364,2518.407045
14.0,872,2519.276669
8.0,636,2519.89675
7.0,504,2520.385174
23.0,1225,2521.546203
23.0,963,2522.454223
5.0,384,2522.815363
14.0,793,2523.582936
29.0,1180,2524.723641
16.0,764,2525.474787
17.0,874,2526.327643
3.0,355,2526.663479
10.0,511,2527.165973
16.0,1093,2528.215287
18.0,937,2529.090976
12.0,952,2530.000017
11.0,726,2530.688974
13.0,1157,2531.779969
19.0,1212,2532.931104
12.0,554,2533.447413
17.0,1060,2534.471378
18.0,1172,2535.592696
21.0,953,2536.484045
18.0,1004,2537.419714
12.0,625,2538.019457
17.0,1077,2539.086412
15.0,1100,2540.162879
17.0,1023,2541.13157
7.0,521,2541.622327
9.0,599,2542.2037
11.0,731,2542.880885
21.0,1232,2544.016392
17.0,936,2544.886758
15.0,1072,2545.900334
17.0,931,2546.755213
10.0,547,2547.284127
13.0,959,2548.193614
24.0,924,2549.045756
23.0,931,2549.932687
11.0,752,2550.664966
16.0,989,2551.59323
10.0,863,2552.425736
19.0,1181,2553.542996
14.0,846,2554.337241
31.0,1677,2555.83992
10.0,604,2556.411532
6.0,523,2556.892214
20.0,1088,2557.896526
14.0,885,2558.741455
5.0,412,2559.135728
12.0,730,2559.846205
8.0,485,2560.302766
23.0,991,2561.271422
20.0,1541,2562.772989
18.0,999,2563.784631
15.0,959,2564.757222
16.0,918,2565.660959
20.0,881,2566.504576
23.0,934,2567.383102
22.0,1353,2568.665899
11.0,618,2569.263905
7.0,568,2569.814736
12.0,598,2570.40825
11.0,633,2571.030286
22.0,1107,2572.095821
16.0,937,2572.984784
18.0,839,2573.764533
29.0,1235,2574.906256
12.0,646,2575.53625
12.0,831,2576.337026
17.0,1067,2577.364866
16.0,729,2578.080391
9.0,797,2578.833094
11.0,461,2579.260583
15.0,632,2579.844342
20.0,1029,2580.791241
6.0,405,2581.167856
18.0,959,2582.073931
14.0,1227,2583.186074
6.0,374,2583.523327
9.0,514,2584.008706
26.0,1272,2585.16669
11.0,895,2586.02928
5.0,526,2586.519863
10.0,570,2587.056295
19.0,1119,2588.105489
29.0,1076,2589.096574
16.0,906,2589.9565
25.0,1082,2590.975401
32.0,1337,2592.164406
5.0,568,2592.687151
18.0,965,2593.581513
10.0,650,2594.204527
16.0,950,2595.083397
17.0,863,2595.890605
17.0,1089,2596.924975
8.0,658,2597.531101
13.0,979,2598.453045
14.0,649,2599.074134
6.0,543,2599.592409
17.0,883,2600.41089
5.0,400,2600.786237
9.0,481,2601.238638
21.0,939,2602.107738
13.0,807,2602.868495
29.0,907,2603.709007
11.0,551,2604.222241
20.0,841,2604.990846
15.0,1063,2605.95999
16.0,894,2606.781168
23.0,1013,2607.715823
2.0,348,2608.039261
10.0,639,2608.639573
14.0,925,2609.50361
7.0,508,2609.981567
9.0,653,2610.612139
5.0,615,2611.197139
12.0,706,2611.847502
22.0,1114,2612.888745
23.0,1110,2613.943078
18.0,880,2614.791913
24.0,1139,2615.887663
9.0,659,2616.52015
17.0,746,2617.204867
20.0,1264,2618.378223
11.0,694,2619.024012
6.0,446,2619.440022
22.0,1342,2620.703441
26.0,1327,2621.955084
15.0,868,2622.77951
9.0,548,2623.300323
18.0,749,2624.018595
14.0,788,2624.776309
10.0,511,2625.258913
17.0,930,2626.12384
21.0,986,2627.066821
9.0,599,2627.6308
17.0,976,2628.559843
7.0,511,2629.032543
8.0,368,2629.374655
22.0,1239,2630.518822
8.0,634,2631.114054
6.0,422,2631.504679
7.0,376,2631.864176
14.0,814,2632.618361
27.0,1065,2633.585676
20.0,995,2634.515158
13.0,621,2635.091155
16.0,756,2635.812124
22.0,1259,2636.985152
5.0,492,2637.436869
8.0,631,2638.014161
